id,add_all_num,add_under_18_num,add_under_30_num,add_under_setage_num,view_all_num,view_under_18_num,view_under_30_num,view_under_setage_num,msg_all_num,msg_under_18_num,msg_under_30_num,msg_under_setage_num,gift_all_num,gift_under_18_num,gift_under_30_num,gift_under_setage_num
21728,75,1,48,1,1975,25,1230,79,56,1,31,2,63,0,37,0
21729,26,0,22,0,2382,46,1461,193,49,1,35,3,31,1,20,2
21730,73,3,55,6,4320,204,2881,436,125,10,89,16,118,1,91,7
21731,4,0,3,0,34,1,12,6,2,0,0,0,5,0,1,0
21732,4,0,2,0,98,2,59,4,7,0,4,0,6,0,5,0
21733,15,2,13,0,2540,78,1519,244,43,2,29,6,68,3,42,12
21734,243,3,147,23,4330,143,2139,740,163,3,87,24,63,1,39,12
21735,72,2,39,4,3573,62,2194,169,153,5,94,7,146,4,81,12
21736,50,2,32,4,3501,153,2270,364,157,8,105,15,61,2,47,2
21737,131,1,70,12,1820,58,1032,214,325,12,152,58,304,8,137,67
21738,109,4,76,9,904,28,487,146,106,4,64,16,165,9,98,27
21739,57,2,44,2,518,16,318,47,68,4,47,6,36,1,23,7
21740,1,0,1,0,39,2,17,11,13,0,3,6,12,0,6,4
21741,9,0,6,3,176,5,100,23,33,1,22,4,29,0,15,3
21742,56,2,22,10,2206,36,1369,126,56,2,32,5,86,2,43,8
21743,156,0,76,15,699,14,342,85,104,0,51,13,122,0,62,10
21744,62,0,42,2,1148,12,758,41,117,0,72,2,213,1,122,8
21745,133,0,90,3,1763,26,1026,182,184,0,132,6,141,1,91,10
21746,111,1,77,8,6273,163,3837,599,177,2,118,15,152,2,95,16
21747,171,6,105,20,2423,91,1014,541,241,6,116,54,99,3,46,22
21748,40,1,26,1,1237,25,755,95,62,3,37,6,231,6,136,10
21749,2,0,0,0,70,0,28,9,5,0,2,0,17,1,11,1
21750,513,36,264,78,8371,357,4045,1598,396,29,192,74,90,7,34,22
21751,11,1,6,3,218,9,88,42,20,1,7,4,12,0,4,1
21752,11,0,7,0,3034,99,1857,283,51,1,28,4,49,1,26,3
21753,16,0,11,0,2556,68,1551,191,61,1,45,1,56,1,39,3
21754,36,0,30,1,1031,13,578,92,71,1,40,8,152,2,90,16
21755,2,0,2,0,124,0,62,11,5,0,2,0,8,0,4,0
21756,146,4,87,13,4838,135,2932,465,185,3,107,13,130,6,87,7
21757,55,2,21,4,4161,86,2423,320,137,7,90,10,91,5,53,6
21758,46,2,34,3,1414,57,950,126,87,5,55,10,70,5,58,3
21759,102,7,64,15,6733,358,3213,1316,296,14,160,51,242,12,139,31
21760,36,2,25,3,3621,126,1866,515,75,3,39,5,78,0,40,7
21761,95,0,49,12,2100,66,933,427,75,1,22,26,102,2,42,32
21762,165,9,96,21,3571,141,2087,413,238,11,146,27,60,3,34,6
21763,45,0,26,3,694,23,453,60,57,0,35,5,17,0,9,1
21764,29,1,16,4,3086,105,2033,250,102,3,70,11,309,5,215,16
21765,36,0,22,3,1353,22,839,89,95,1,53,3,88,1,45,6
21766,150,5,85,7,4179,160,2576,374,208,10,128,15,260,15,156,23
21767,34,1,22,1,2319,48,1533,155,114,4,75,16,67,3,45,10
21768,132,2,90,5,2322,44,1501,112,125,3,84,4,74,2,44,6
21769,103,8,61,9,1403,71,677,287,135,9,69,21,178,6,119,20
21770,48,1,36,3,448,14,285,51,51,1,36,8,1028,34,736,74
21771,17,0,10,3,2066,98,1186,265,70,3,36,11,34,1,17,5
21772,123,7,65,32,2888,103,1398,537,207,9,79,71,177,6,87,41
21773,106,1,62,6,1065,15,641,68,108,1,64,7,89,1,52,5
21774,109,3,67,10,3783,103,2003,576,239,6,111,25,153,1,79,19
21775,11,0,2,1,684,8,324,63,50,0,21,1,52,0,24,0
21776,201,6,88,32,6715,291,2448,1829,313,14,108,92,78,4,17,34
21777,68,1,46,3,2331,72,1445,248,130,2,85,7,84,1,58,6
21778,79,4,64,3,3331,92,2240,211,105,3,84,2,285,2,203,15
21779,51,3,32,4,1834,63,1101,203,91,5,57,7,80,2,49,9
21780,21,0,11,2,343,14,157,66,59,1,18,12,76,2,27,23
21781,19,2,11,2,2258,73,1253,276,56,5,29,11,63,4,35,7
21782,172,6,102,24,9116,220,5646,816,258,6,191,15,158,4,111,15
21783,52,3,21,12,4151,159,1952,858,85,2,29,18,102,6,48,23
21784,448,7,304,37,7957,235,4542,1175,509,11,328,55,377,21,217,64
21785,98,6,24,39,882,35,208,322,164,10,31,65,76,5,17,31
21786,110,6,56,14,960,34,515,144,113,3,56,13,514,19,262,88
21787,83,2,46,21,2689,112,1417,533,107,3,52,29,77,1,40,16
21788,70,0,45,1,1045,20,634,66,103,1,55,3,85,0,52,1
21789,173,8,92,27,6038,239,2636,1429,174,7,67,46,122,4,41,37
21790,27,0,19,3,1606,41,925,165,68,0,40,7,46,0,28,2
21791,71,2,45,1,907,17,568,43,70,1,35,2,105,2,59,1
21792,6,0,4,0,847,8,491,55,38,0,19,0,42,0,27,1
21793,9,0,2,4,157,4,59,43,10,0,1,3,8,0,1,3
21794,41,3,26,2,2076,64,1319,178,110,5,71,11,33,1,22,6
21795,49,2,23,8,1552,80,806,283,53,1,24,10,74,2,37,9
21796,68,0,34,1,555,17,309,39,163,3,87,3,81,3,42,5
21797,354,3,214,19,1667,43,881,172,147,4,76,12,51,1,24,1
21798,91,1,56,2,3674,63,2084,269,118,1,65,5,220,3,127,16
21799,388,15,123,125,15192,633,4885,5239,533,23,134,196,113,5,30,43
21800,101,1,61,10,1463,63,861,187,161,15,101,32,86,3,54,12
21801,28,1,19,2,850,18,460,62,53,0,25,0,32,1,20,0
21802,145,3,89,6,4168,94,2577,263,177,1,106,9,99,2,59,3
21803,28,0,13,5,466,7,260,38,34,0,23,4,61,0,35,6
21804,88,1,51,9,4456,107,2686,358,134,1,82,11,282,4,187,24
21805,107,4,71,9,8210,218,5089,820,110,1,69,9,100,1,66,7
21806,148,11,56,40,2053,77,755,577,209,14,66,68,100,6,26,41
21807,80,4,47,7,3537,131,2062,454,59,1,27,5,42,0,22,1
21808,114,4,84,5,2681,60,1655,204,124,2,87,12,75,1,49,8
21809,66,1,31,6,1443,16,761,113,80,0,27,19,18,0,9,0
21810,22,1,12,2,890,27,480,130,82,5,40,14,95,1,54,14
21811,661,12,388,86,4734,182,2088,1163,436,14,186,99,180,7,73,55
21812,59,1,34,9,2185,58,1037,342,66,1,32,12,101,5,48,21
21813,33,0,12,4,1771,48,1023,232,93,3,41,12,320,11,206,33
21814,104,5,71,3,7410,164,4259,761,312,11,192,18,143,4,91,6
21815,161,5,121,3,2511,58,1701,97,327,4,225,4,85,1,58,3
21816,116,2,68,8,122,2,73,6,14,1,10,1,43,0,22,1
21817,180,2,114,7,4163,75,2627,336,314,2,192,20,393,8,225,62
21818,293,21,108,89,3943,202,1637,1046,204,15,71,72,159,8,71,41
21819,16,0,9,1,3143,64,1820,293,60,0,33,9,36,1,19,9
21820,30,2,13,9,511,28,158,151,44,0,4,16,15,0,1,7
21821,24,0,18,1,1623,31,987,138,46,0,30,2,299,9,213,39
21822,12,1,9,2,1119,27,681,87,76,2,41,7,42,1,22,2
21823,36,1,18,1,1460,47,760,150,78,2,37,10,105,2,43,21
21824,191,7,82,55,3751,165,1692,958,190,10,54,71,98,3,30,33
21825,234,13,90,79,9186,393,3506,2732,245,15,80,94,118,5,33,49
21826,71,4,47,9,1459,22,832,106,32,1,12,5,67,2,42,5
21827,158,12,77,23,5615,200,3132,751,145,9,61,28,136,3,89,10
21828,54,1,25,3,1002,37,573,100,75,2,50,3,113,3,70,10
21829,166,3,79,24,5009,169,1391,1829,139,6,21,69,143,2,15,86
21830,115,7,58,16,1156,25,621,130,121,5,57,8,99,2,43,5
21831,280,12,101,69,3070,174,1394,659,269,9,108,55,142,3,47,43
21832,34,1,20,3,4077,127,2751,283,272,8,197,23,131,6,100,16
21833,73,0,51,6,130,2,75,16,5,0,3,1,26,0,18,2
21834,152,7,43,44,2826,155,774,858,187,10,59,50,176,6,42,48
21835,16,0,12,0,1734,38,904,234,37,0,17,2,50,2,29,6
21836,26,1,16,1,1478,37,906,151,58,2,34,3,64,2,40,5
21837,273,2,191,4,6643,118,4206,481,283,2,184,11,113,3,69,8
21838,114,7,76,19,4558,187,2458,730,295,16,146,57,170,7,97,29
21839,6,1,1,2,68,4,12,38,10,0,0,6,7,0,0,5
21840,94,6,53,12,1904,55,1010,255,101,4,50,10,79,4,43,15
21841,61,1,42,4,7918,235,5097,745,226,2,159,11,171,4,113,20
21842,45,0,30,6,1040,18,616,82,55,1,28,6,44,0,21,4
21843,186,5,94,29,1282,51,565,255,157,5,77,33,204,6,87,44
21844,50,1,38,3,2054,40,1246,223,104,1,68,5,124,0,87,4
21845,66,2,43,3,1679,34,1069,94,138,3,92,5,178,4,119,11
21846,88,4,50,14,2179,66,1183,299,149,2,74,24,75,2,38,15
21847,75,8,25,19,3392,206,1194,899,130,11,31,43,98,6,33,30
21848,128,4,66,19,6853,332,3149,1570,265,14,88,76,118,10,46,39
21849,35,0,22,0,522,8,339,17,30,0,19,0,49,1,32,1
21850,52,0,39,1,8190,155,5083,525,132,0,100,6,87,0,56,4
21851,105,3,65,10,3865,105,2308,311,136,1,91,8,186,2,127,11
21852,234,14,109,71,1725,84,658,539,310,17,96,129,156,9,55,64
21853,115,1,73,11,3119,59,2117,204,206,3,134,18,53,0,31,6
21854,26,0,15,1,545,8,256,64,44,1,19,7,21,0,13,1
21855,137,4,68,17,2743,144,944,840,137,9,26,40,64,1,13,24
21856,16,0,10,0,1700,21,1013,100,37,0,19,1,40,0,18,1
21857,116,11,49,30,6405,359,2644,1527,351,25,127,97,272,24,111,78
21858,29,0,15,2,2117,30,1250,158,120,1,63,13,101,3,59,11
21859,109,2,61,19,1666,70,903,270,217,13,112,34,88,7,58,7
21860,48,2,30,5,1930,47,1182,162,37,3,26,2,64,1,44,3
21861,86,2,46,4,6213,180,3402,862,115,9,44,26,51,2,23,14
21862,78,2,57,2,3216,93,2192,210,159,3,119,5,163,4,121,4
21863,62,2,32,12,2088,64,1075,342,195,8,100,39,187,7,112,27
21864,8,0,6,0,327,11,199,21,9,0,5,1,11,1,7,0
21865,350,2,241,15,6375,157,3670,780,925,17,547,97,260,4,146,35
21866,50,1,34,1,3076,26,1691,104,83,0,46,3,74,0,43,2
21867,69,2,30,9,325,17,169,63,31,0,16,2,70,1,41,4
21868,123,2,71,5,2762,99,1478,355,164,4,85,15,153,4,79,14
21869,167,8,75,37,2156,120,815,646,343,22,110,116,239,14,92,59
21870,36,0,27,0,1123,50,732,71,158,5,109,5,123,5,85,5
21871,79,1,56,3,1563,38,991,128,54,1,37,2,72,1,49,4
21872,257,18,147,26,6050,483,3340,853,909,100,438,153,138,19,87,22
21873,117,6,33,36,3740,164,1050,1278,228,10,59,69,72,2,14,27
21874,122,5,72,14,7234,380,4052,1030,142,6,83,20,322,17,213,40
21875,36,1,21,4,80,3,37,15,40,1,22,4,5,0,1,0
21876,56,3,31,5,1118,47,652,142,54,4,31,6,19,0,10,2
21877,36,0,24,3,389,8,224,22,44,0,23,2,39,0,13,1
21878,222,0,134,15,2012,39,1101,249,188,0,106,16,192,0,106,31
21879,412,11,286,20,5804,163,3505,474,648,20,439,36,247,8,159,23
21880,58,0,35,1,2153,15,1334,76,145,0,88,1,249,2,153,6
21881,256,7,168,13,2984,41,1786,231,443,6,258,25,258,5,129,34
21882,13,0,5,0,403,2,198,13,75,0,26,2,117,0,55,4
21883,207,2,139,8,5267,114,3165,507,451,4,277,27,411,6,242,36
21884,144,5,97,4,2823,70,1807,195,137,5,98,5,185,6,136,12
21885,41,2,23,6,608,14,354,57,63,2,44,7,57,1,24,9
21886,74,2,55,4,2393,54,1548,130,8,0,6,0,8,0,5,1
21887,33,0,17,1,2117,41,1185,163,144,3,75,9,106,3,53,7
21888,3,0,2,0,101,1,59,4,10,0,6,0,16,0,10,0
21889,91,2,61,9,6258,231,3844,785,137,4,87,13,89,0,59,7
21890,44,1,26,1,4332,68,2756,167,102,1,64,2,52,2,30,2
21891,118,5,56,25,2944,141,1402,608,244,13,103,45,225,10,103,45
21892,196,16,133,21,4091,184,2316,652,222,17,127,35,168,6,115,17
21893,62,1,37,5,2311,78,1506,177,170,6,104,10,1079,35,769,86
21894,248,6,166,11,5237,113,3106,446,255,10,168,21,223,3,149,12
21895,124,2,75,6,2908,71,1701,283,126,1,81,12,255,3,171,16
21896,228,2,131,14,6229,103,3308,691,87,1,42,17,56,0,27,3
21897,33,1,24,4,774,17,360,187,26,1,12,9,85,2,24,29
21898,79,1,52,7,5768,147,3141,834,261,3,181,17,320,5,195,34
21899,149,3,83,22,1784,57,987,203,148,4,93,14,180,9,124,22
21900,51,2,27,8,1142,62,502,258,138,9,70,31,25,0,8,5
21901,64,0,36,2,2755,43,1500,181,596,9,312,28,58,1,23,4
21902,64,4,25,12,8179,510,3257,1988,136,11,41,46,87,10,29,33
21903,14,0,7,0,1180,24,629,72,40,0,20,0,66,0,27,0
21904,,,,,174,1,106,7,25,1,15,3,42,0,20,2
21905,469,4,324,19,9589,213,6145,738,995,20,664,67,460,14,295,53
21906,66,4,44,9,1102,50,610,209,67,2,42,12,347,16,244,45
21907,34,0,21,0,1248,20,797,66,52,0,32,2,67,1,47,2
21908,92,1,56,6,764,11,450,64,86,2,52,10,132,3,75,12
21909,72,1,50,9,6054,175,3631,611,118,4,83,18,102,2,68,11
21910,27,0,15,0,1188,24,695,89,36,0,23,0,22,0,14,0
21911,18,0,8,0,408,16,246,49,61,1,36,7,55,2,35,5
21912,130,3,35,46,4144,181,1548,1199,204,6,46,75,136,7,29,59
21913,71,3,45,5,1868,44,1089,207,85,3,43,14,90,4,53,10
21914,22,0,9,1,857,14,554,55,39,0,21,2,36,0,19,7
21915,78,2,33,4,2756,46,1628,145,173,5,85,10,154,3,81,12
21916,46,1,17,5,2327,65,1250,254,71,2,36,3,67,1,40,2
21917,37,1,30,1,1643,35,1163,66,98,1,77,1,54,2,34,2
21918,116,4,76,12,2020,49,1224,163,212,3,130,15,184,6,123,13
21919,119,2,74,5,4826,115,2587,580,161,4,102,11,122,2,71,15
21920,98,1,74,5,1417,44,1042,81,176,6,133,12,156,4,114,9
21921,21,1,14,4,2306,100,1299,354,91,5,49,19,98,6,58,15
21922,68,2,48,2,826,22,538,39,142,8,101,5,62,2,46,2
21923,20,0,11,3,1147,28,569,162,51,1,26,7,39,0,22,2
21924,183,6,122,10,3861,134,2147,388,62,3,37,7,632,24,434,41
21925,351,5,215,25,3231,112,1406,782,206,6,84,46,101,4,27,35
21926,21,0,13,1,359,7,236,25,65,4,42,9,44,0,24,4
21927,175,9,61,51,2641,99,1212,504,244,15,94,62,139,10,79,21
21928,20,0,12,1,2502,55,1276,392,77,1,56,2,87,1,59,2
21929,44,4,33,7,495,19,262,62,88,4,47,18,44,2,19,7
21930,30,0,18,1,1433,19,862,67,62,0,44,3,141,0,84,12
21931,225,8,129,29,5366,207,2602,1090,416,22,150,132,192,3,81,54
21932,19,0,11,2,89,2,57,12,25,0,15,1,24,1,15,3
21933,59,1,30,3,1905,48,1185,158,149,0,86,8,112,4,67,9
21934,90,3,43,11,1811,42,949,144,69,1,41,5,66,2,39,8
21935,433,22,244,78,7544,307,3809,1463,312,17,152,66,246,7,130,50
21936,37,2,19,2,721,32,326,151,49,2,17,7,40,1,20,8
21937,33,0,27,0,11848,344,6893,1403,186,4,112,11,158,4,99,17
21938,154,4,92,19,4244,184,2257,735,212,9,103,39,238,13,142,39
21939,185,5,129,13,4061,111,2227,601,341,7,193,52,251,5,135,43
21940,47,0,20,6,1191,20,714,88,70,0,36,5,104,3,70,11
21941,97,1,72,1,5355,137,3449,424,377,11,263,19,497,6,330,29
21942,25,1,21,1,990,24,591,80,84,0,57,6,60,1,34,11
21943,3,0,1,0,88,1,48,7,9,0,3,0,51,2,28,5
21944,24,0,20,0,1933,33,1275,97,42,0,35,1,62,0,39,1
21945,40,1,24,4,3914,97,2300,381,109,3,65,15,89,1,53,8
21946,133,0,78,8,19523,719,7453,5470,816,17,500,76,2925,113,1207,791
21947,48,3,27,2,957,35,438,133,88,4,32,18,168,3,106,20
21948,114,6,22,56,1444,92,349,633,106,5,13,53,75,3,9,41
21949,35,1,22,7,907,20,505,66,116,1,56,10,80,1,39,6
21950,23,0,12,0,583,27,308,93,61,2,35,7,80,4,44,8
21951,112,2,63,7,5131,131,3301,368,74,4,50,6,38,3,26,4
21952,163,4,89,15,2347,84,1230,377,165,3,80,17,182,5,97,21
21953,13,0,9,0,425,11,271,27,41,1,23,4,30,0,17,2
21954,47,2,26,6,591,14,333,68,34,3,16,5,40,2,22,4
21955,126,5,74,6,2261,57,1469,130,145,2,86,9,85,1,55,7
21956,76,1,51,2,1952,13,1181,66,42,0,23,0,17,0,6,0
21957,105,5,30,30,4037,267,1501,1161,104,2,27,34,190,7,63,45
21958,72,3,39,15,588,25,244,123,41,4,20,12,29,2,16,4
21959,59,1,42,1,2467,67,1599,251,88,2,64,2,17,1,11,4
21960,27,1,20,1,2068,36,1263,155,57,0,38,3,82,1,41,18
21961,69,2,32,20,1659,60,630,464,135,5,50,35,189,13,82,42
21962,117,5,46,23,1261,69,408,405,214,11,69,70,189,8,67,62
21963,5,0,3,1,48,1,21,2,3,0,0,1,5,0,1,1
21964,95,2,45,12,3003,149,857,1005,76,1,20,25,62,1,14,23
21965,7,0,5,0,4749,259,2421,869,93,0,67,1,141,4,105,5
21966,46,3,35,3,5684,181,3692,464,146,8,117,5,94,2,71,4
21967,42,0,27,6,5803,105,3538,514,142,2,89,18,198,2,117,14
21968,114,4,69,7,2035,37,1125,169,70,1,35,7,32,1,18,4
21969,3,0,2,1,3627,79,2373,214,38,0,30,1,371,7,263,17
21970,64,1,38,2,1703,25,1019,109,86,2,40,4,131,3,62,16
21971,45,1,25,7,821,15,461,61,53,1,29,3,47,0,27,1
21972,84,4,52,11,1825,56,1059,192,108,4,69,8,113,5,75,7
21973,26,0,16,2,1952,62,1416,97,158,3,123,6,99,3,73,8
21974,72,6,49,7,4919,110,3275,316,112,4,84,6,65,1,44,7
21975,185,3,131,11,7261,237,4322,797,254,8,168,26,201,5,150,17
21976,28,1,18,1,1756,42,1062,163,29,2,18,2,41,0,28,2
21977,300,17,144,67,7059,283,3276,1500,229,12,98,50,120,4,57,24
21978,96,3,47,19,2011,83,957,431,161,4,66,31,92,2,37,16
21979,29,0,16,4,1422,24,832,103,69,1,45,6,94,2,69,5
21980,64,1,34,11,264,3,146,23,32,0,17,2,23,0,11,5
21981,87,2,42,11,526,9,344,46,78,0,50,3,65,0,44,2
21982,34,0,20,3,2537,58,1515,194,134,1,82,10,130,4,83,11
21983,30,0,20,4,3571,81,2219,274,132,4,83,16,125,4,67,18
21984,44,5,10,15,1194,36,390,357,57,6,14,17,23,3,5,6
21985,45,1,25,9,786,33,388,145,66,0,30,13,61,3,27,12
21986,5,0,2,0,662,12,382,55,49,1,24,1,35,0,16,1
21987,160,1,99,9,1852,28,1071,158,484,7,267,35,672,15,335,81
21988,70,3,48,8,4679,141,2859,455,123,3,86,12,54,1,38,3
21989,87,6,57,12,988,41,513,167,89,5,49,16,76,3,38,15
21990,76,2,50,6,10829,227,7000,702,106,2,66,5,115,2,76,7
21991,170,8,43,62,8344,501,2870,2556,419,40,97,153,99,7,22,46
21992,173,3,92,21,3199,147,1588,589,254,5,119,37,223,10,128,25
21993,184,8,38,91,5301,314,1190,2450,228,8,39,113,370,15,56,222
21994,98,8,77,5,938,41,588,100,186,7,127,11,89,2,66,4
21995,104,5,64,7,1587,23,968,123,144,6,95,11,130,4,83,11
21996,73,1,51,4,4920,113,3361,260,185,4,137,5,135,2,101,1
21997,156,11,84,28,4622,187,2181,896,177,10,72,47,144,9,65,36
21998,23,0,11,1,2099,34,1183,144,77,0,42,7,158,0,83,13
21999,147,2,87,11,2663,47,1213,425,86,5,36,23,25,0,11,4
22000,243,35,110,42,5492,303,2807,789,378,42,165,70,156,22,69,25
22001,139,4,76,20,2884,97,1620,336,310,9,157,50,583,18,341,70
22002,19,0,11,2,2411,33,1383,158,103,2,57,3,63,2,34,3
22003,407,17,107,112,12353,419,4134,3448,283,13,40,126,68,4,12,33
22004,37,3,26,2,1479,54,707,266,45,1,21,9,97,4,46,16
22005,12,0,11,0,882,22,598,60,20,0,16,1,45,1,33,0
22006,75,5,36,14,1358,72,824,152,200,10,120,24,177,12,117,15
22007,11,0,5,0,2787,49,1683,177,44,0,26,3,36,0,19,4
22008,80,2,49,7,4792,109,2863,431,162,2,93,11,158,5,93,24
22009,4,0,2,0,868,24,423,123,9,0,3,0,6,0,3,0
22010,778,18,442,92,8287,297,3903,1734,636,23,308,136,180,5,94,42
22011,123,3,88,7,1697,70,1105,128,156,7,108,12,70,3,48,8
22012,109,1,78,9,2622,55,1677,220,192,4,121,15,117,4,79,9
22013,111,6,23,35,11625,500,2381,4516,279,9,43,105,103,3,14,44
22014,8,0,1,2,77,2,28,14,9,0,2,3,8,0,4,2
22015,2,0,1,0,410,11,228,34,22,3,14,4,11,0,6,1
22016,22,1,5,7,708,30,169,259,53,2,10,28,22,1,3,10
22017,58,5,31,5,1148,47,611,159,49,5,28,7,36,1,24,2
22018,62,5,35,14,1876,79,932,323,95,7,37,21,332,15,196,38
22019,137,8,82,18,9210,340,5100,1334,249,12,145,27,293,11,163,43
22020,26,1,14,3,1291,41,738,115,100,3,49,10,95,6,54,11
22021,37,4,22,7,2116,136,787,631,62,4,19,17,87,10,24,32
22022,126,2,84,1,3053,36,1974,141,205,1,134,7,150,3,98,7
22023,119,1,59,11,2223,44,1197,201,260,5,118,31,99,3,53,5
22024,22,0,15,0,1064,17,596,79,34,0,25,2,45,1,27,3
22025,23,1,15,0,1821,38,1022,113,43,1,20,0,137,1,69,1
22026,260,6,149,32,8933,184,5286,805,502,11,285,61,281,6,168,29
22027,136,4,83,5,2837,40,1725,162,116,5,67,8,191,2,108,15
22028,124,1,70,8,13064,329,8221,1066,163,6,103,12,120,6,71,20
22029,115,4,69,13,1433,68,839,215,49,2,31,5,407,14,275,46
22030,39,1,27,3,697,22,386,62,105,1,63,1,49,0,27,1
22031,225,9,125,32,11309,321,6335,1393,248,11,124,46,276,6,144,40
22032,28,0,17,3,807,40,460,100,68,1,43,4,17,2,7,4
22033,250,7,163,20,9247,314,4763,1565,484,22,283,69,201,6,121,32
22034,14,0,13,0,362,17,273,18,23,0,21,0,29,0,23,1
22035,3,0,2,0,2435,65,1455,242,49,0,32,0,54,0,39,1
22036,106,8,64,15,4393,204,2343,678,176,8,84,34,549,24,336,75
22037,287,15,115,104,2766,116,929,892,222,13,37,109,55,2,8,25
22038,89,4,44,18,1032,32,538,143,144,4,61,25,134,3,59,22
22039,78,5,46,6,1228,52,705,139,128,7,78,12,50,1,26,3
22040,95,3,31,28,1103,48,535,222,206,8,74,47,152,4,72,31
22041,44,0,29,1,2186,29,1340,103,88,0,59,2,128,0,82,4
22042,65,0,41,4,1398,21,866,77,175,1,104,15,235,5,140,10
22043,16,0,8,0,1666,22,1010,60,61,0,31,3,193,0,98,5
22044,56,0,30,2,33,3,20,5,6,1,3,1,16,2,9,4
22045,3,0,2,0,455,11,245,36,24,0,16,1,35,0,24,2
22046,131,7,53,32,7604,357,3202,2035,276,15,75,100,158,8,70,40
22047,57,1,31,6,1254,35,747,89,128,1,67,9,143,1,79,11
22048,34,0,22,2,3269,96,1999,299,96,2,61,10,93,4,57,11
22049,54,1,37,3,2569,50,1557,218,192,3,123,14,122,1,84,10
22050,284,8,137,51,4028,177,1772,822,289,16,105,84,264,11,93,60
22051,15,0,8,0,1241,16,703,79,62,0,32,3,67,1,38,4
22052,32,3,18,4,1374,8,854,33,64,4,38,5,47,1,28,2
22053,64,0,39,3,589,17,323,103,47,1,25,9,85,6,51,17
22054,14,0,5,2,95,2,43,12,19,0,10,1,48,0,22,4
22055,42,1,27,4,240,8,118,40,92,5,41,17,100,4,58,10
22056,4,0,4,0,2473,37,1455,239,8,0,3,2,5,0,2,0
22057,41,1,30,2,962,33,464,209,76,5,27,23,97,2,57,25
22058,5,0,2,3,271,16,109,64,18,0,7,5,16,1,8,5
22059,176,9,86,27,1228,57,659,205,164,12,73,31,105,7,59,14
22060,6,0,2,2,58,2,13,24,9,0,4,3,10,0,3,2
22061,135,7,84,21,5256,223,2748,864,190,9,98,39,423,28,279,57
22062,69,1,57,0,5552,150,3467,463,280,3,194,6,191,3,120,8
22063,27,0,17,0,3463,95,2009,223,610,14,373,32,32,0,13,0
22064,74,1,13,27,619,22,139,231,101,0,15,40,113,2,15,47
22065,36,0,26,0,1582,42,1005,108,73,1,46,1,62,0,44,2
22066,142,1,89,7,2632,49,1650,197,238,3,141,18,165,4,99,12
22067,144,8,73,32,7523,489,2836,2180,262,13,135,55,223,14,78,79
22068,10,0,4,0,2015,12,1216,69,45,0,20,4,33,1,20,1
22069,25,0,12,1,716,13,394,63,61,1,29,6,66,1,40,3
22070,39,0,26,0,1196,33,662,142,81,1,47,5,92,1,60,6
22071,13,0,10,1,393,8,269,22,27,0,16,1,24,0,14,1
22072,79,0,48,8,4722,118,2595,500,140,4,77,11,161,5,90,15
22073,22,0,11,1,2134,45,1292,159,39,0,22,3,29,0,14,0
22074,63,1,39,4,295,8,170,40,124,6,81,8,109,7,59,13
22075,14,1,11,0,447,12,247,48,38,3,27,2,44,2,25,0
22076,55,2,28,4,567,13,299,57,79,4,35,8,89,4,47,7
22077,143,5,73,8,1639,36,978,96,111,1,57,6,82,3,40,7
22078,4,0,4,0,1612,21,985,87,26,0,17,1,57,0,33,3
22079,44,1,17,10,484,11,184,90,34,0,13,11,80,3,35,12
22080,79,2,40,8,4149,199,1831,954,138,5,54,26,92,4,32,28
22081,116,8,60,16,2314,136,1191,458,202,14,115,29,113,7,73,14
22082,76,1,38,11,7722,150,4742,532,146,1,84,17,66,1,32,7
22083,72,2,38,11,1030,40,515,181,31,0,15,7,24,1,12,6
22084,108,1,37,25,807,22,221,270,102,0,16,39,74,0,11,37
22085,16,1,8,0,3800,138,2107,448,60,6,33,8,60,4,35,8
22086,555,11,354,50,7182,150,4285,802,477,12,299,51,255,5,159,24
22087,45,0,33,0,1620,28,966,151,74,0,47,1,44,1,31,0
22088,190,4,72,46,3079,102,1071,925,264,11,60,93,112,0,15,54
22089,68,3,31,19,684,17,340,132,57,1,21,18,31,2,15,6
22090,116,4,70,9,1058,29,579,148,178,8,101,21,151,6,88,18
22091,21,1,14,1,1568,44,1040,124,45,2,33,0,39,2,29,2
22092,87,0,48,1,3860,55,2346,249,349,0,195,13,401,1,234,13
22093,12,1,6,1,463,11,293,30,38,1,25,1,37,3,25,3
22094,66,1,46,2,4209,63,2639,318,148,3,93,14,73,0,45,5
22095,23,0,6,5,908,57,279,302,87,10,20,30,91,6,28,37
22096,58,1,33,10,4340,101,2424,419,157,4,72,23,165,4,74,22
22097,95,2,44,16,2961,112,1449,481,131,0,52,20,287,7,155,45
22098,5,0,2,3,6,0,2,3,5,0,2,3,4,0,2,2
22099,10,0,7,0,150,6,86,25,16,0,11,1,18,0,14,2
22100,379,13,155,93,3736,140,1400,1057,342,17,99,119,343,12,67,159
22101,378,3,235,20,5509,136,2787,855,297,4,189,26,117,1,73,8
22102,16,1,12,1,1375,81,830,177,103,10,67,12,49,8,35,6
22103,80,2,32,1,1208,31,613,84,101,1,53,2,128,1,73,7
22104,216,6,133,25,5371,202,3144,727,363,8,232,31,191,4,114,18
22105,18,0,15,1,443,10,312,21,39,0,30,1,39,0,31,1
22106,12,1,10,1,1828,39,1178,142,40,1,27,2,84,3,56,5
22107,285,8,166,40,8635,444,3985,2160,309,14,143,71,198,5,106,38
