id,real_age,user_setage,gender,playcard_level,playcard_point,playcard_coupon_num,is_push_open,utm_channel,signup_day,app_version,manufacturer,model,label
20087,49,1,1,52,900,0,0,7,302,68,100,1126,1
20088,28,,1,49,800,0,1,,770,71,62,1111,0
20089,24,0,1,56,600,10,1,,595,58,90,782,0
20090,20,0,2,17,100,30,1,43,532,66,100,1896,0
20091,27,,2,39,500,20,0,7,664,106,90,782,0
20092,31,0,2,62,800,10,1,7,82,68,100,1862,0
20093,45,0,2,66,500,100,1,7,344,68,62,2272,0
20094,25,0,1,66,100,0,1,43,787,68,100,292,0
20095,20,,1,71,400,30,1,43,672,68,216,968,1
20096,21,0,1,84,300,0,1,7,630,68,62,95,0
20097,24,0,1,72,200,10,0,7,476,68,110,641,0
20098,23,,2,44,400,0,1,,362,30,90,2279,0
20099,20,0,2,4,400,0,1,,474,30,90,782,0
20100,32,0,2,69,600,0,0,,485,26,90,782,0
20101,23,0,1,34,800,10,1,43,600,29,110,159,0
20102,20,0,1,73,600,30,1,43,625,106,90,83,0
20103,20,0,2,74,800,10,1,7,607,68,62,2278,0
20104,20,0,2,23,500,30,1,7,289,73,100,1801,0
20105,50,0,1,25,0,1000,1,,152,29,100,1974,0
20106,33,0,2,64,800,10,1,43,621,68,216,1462,0
20107,35,,1,43,500,0,0,,87,106,90,1444,0
20108,32,0,2,13,600,0,0,43,694,30,90,1277,0
20109,63,0,2,82,100,0,1,,237,64,100,1974,0
20110,47,0,2,13,400,10,1,43,505,64,216,2041,1
20111,19,0,2,71,200,40,0,7,603,68,100,2016,0
20112,19,0,2,67,700,0,1,43,647,106,90,83,0
20113,35,0,2,34,900,200,1,43,803,74,216,554,0
20114,31,0,2,4,500,180,1,43,565,29,100,150,0
20115,28,0,1,72,500,10,1,,612,68,216,659,0
20116,22,0,2,68,900,0,1,43,665,68,100,1761,0
20117,33,0,2,66,800,20,1,43,597,106,90,237,0
20118,22,0,2,74,800,40,1,7,687,68,62,82,0
20119,18,0,2,54,300,0,0,,583,23,100,2016,0
20120,24,0,2,16,700,10,0,43,669,106,90,782,0
20121,18,0,1,28,400,0,1,,440,30,90,702,0
20122,25,0,1,71,800,10,0,,573,9,90,1470,0
20123,23,0,1,69,800,10,0,41,619,73,100,769,0
20124,19,,1,80,0,0,1,13,66,68,110,539,0
20125,33,0,2,79,800,30,1,43,732,68,100,706,0
20126,20,0,2,64,800,0,1,43,661,9,90,772,0
20127,23,0,1,74,700,0,1,,575,68,62,938,0
20128,19,,1,5,500,0,1,,28,30,90,237,0
20129,19,0,2,66,100,0,1,44,706,68,40,814,0
20130,32,,1,64,700,360,1,,93,106,90,782,0
20131,27,,1,58,500,10,0,,61,9,90,2135,0
20132,31,,2,44,400,210,0,,41,23,100,1801,0
20133,47,,2,7,300,0,1,7,602,,,,
20134,43,,1,13,700,0,1,,199,68,62,2278,0
20135,26,0,1,72,400,30,1,7,369,9,90,327,0
20136,34,1,2,7,200,10,1,,184,29,110,159,0
20137,33,0,2,67,500,260,1,,623,68,62,2278,0
20138,44,1,2,69,0,0,1,,378,68,100,927,0
20139,30,0,1,53,900,10,1,43,597,26,90,83,0
20140,32,0,2,59,800,20,1,,691,68,62,2212,0
20141,19,0,2,66,200,0,1,7,635,68,216,858,0
20142,28,0,2,45,500,10,1,12,624,68,216,1973,0
20143,28,0,1,38,0,0,1,43,601,73,216,1289,0
20144,27,0,2,63,500,0,1,7,418,106,90,1201,0
20145,19,0,2,38,600,20,1,7,302,64,216,958,0
20146,28,0,1,60,100,370,1,43,644,68,216,291,0
20147,,,1,,,,0,,614,30,90,83,0
20148,25,0,2,70,800,130,1,43,390,68,62,2084,0
20149,26,0,1,40,800,4620,1,7,608,23,216,726,0
20150,21,,1,43,800,0,1,43,78,68,216,1562,0
20151,,,,,,,1,,,9,90,592,0
20152,31,0,2,21,600,0,1,,322,30,90,237,0
20153,52,1,2,34,900,0,1,7,459,68,62,242,0
20154,31,1,2,74,900,10,1,20,86,106,90,1892,0
20155,18,0,1,65,800,0,1,43,583,68,216,1211,0
20156,25,0,2,21,500,30,1,,639,106,90,2135,0
20157,24,0,2,62,400,30,1,,620,106,90,782,0
20158,31,0,1,15,600,0,1,,196,23,216,932,
20159,52,,2,16,200,10,1,,395,73,100,1633,1
20160,23,,1,66,700,80,1,,436,9,90,1610,0
20161,24,0,1,94,200,80,1,,373,106,90,2092,0
20162,30,0,2,18,200,120,0,,1477,30,90,327,0
20163,49,0,2,14,200,0,1,7,357,29,216,967,0
20164,25,,1,12,100,40,1,7,225,73,216,1704,0
20165,22,0,1,77,600,30,1,7,597,68,110,1060,0
20166,51,,2,41,300,10,0,,77,73,100,1761,0
20167,18,0,2,26,400,250,1,7,520,106,90,2279,0
20168,23,0,1,16,900,0,1,43,732,30,90,2279,0
20169,25,0,2,71,900,0,1,43,685,68,62,2126,1
20170,27,,2,79,100,70,0,,339,68,100,834,0
20171,28,0,2,69,100,10,1,7,545,68,216,1973,0
20172,37,,2,31,900,0,1,,252,30,90,1892,0
20173,51,0,2,74,0,0,1,,358,30,90,592,0
20174,45,0,2,69,900,0,1,43,647,68,62,573,0
20175,23,0,2,74,0,30,1,,515,68,100,852,0
20176,27,,2,82,100,0,1,,120,68,100,1395,0
20177,25,0,2,71,700,10,0,43,580,23,110,1106,0
20178,30,0,1,74,900,20,0,,711,106,90,782,0
20179,24,0,2,20,900,0,1,,1269,106,90,237,0
20180,19,,1,37,600,0,1,,198,68,62,1007,0
20181,29,0,2,67,0,170,1,,595,68,62,1870,0
20182,46,,1,35,700,10,1,,192,66,216,1778,0
20183,42,0,2,57,200,80,0,,639,9,90,1782,0
20184,18,0,1,75,100,20,1,,486,68,216,2150,0
20185,22,0,2,80,600,0,1,7,614,68,216,1473,0
20186,30,,1,9,800,10,0,,326,30,100,1974,
20187,32,,2,77,0,30,1,,299,68,216,1704,0
20188,,,2,,,,1,,842,68,100,289,1
20189,33,,2,22,400,0,1,,122,73,100,1759,0
20190,29,0,1,67,0,0,0,7,67,68,100,1718,0
20191,50,1,2,66,500,0,1,,1883,68,110,2109,0
20192,27,0,1,80,500,0,1,43,706,68,216,1704,0
20193,41,0,2,41,600,0,1,7,508,74,216,1063,0
20194,21,,1,69,200,20,1,,42,30,90,782,0
20195,28,0,1,71,0,100,1,7,479,106,90,954,
20196,21,,2,56,100,320,1,7,456,68,216,2280,0
20197,71,,2,31,800,0,1,,278,68,62,545,0
20198,25,,2,17,700,30,0,,2483,26,90,782,0
20199,22,0,2,12,400,10,0,,615,29,62,1460,0
20200,23,0,2,81,0,40,0,,625,106,90,782,0
20201,21,,1,9,400,50,1,,154,30,90,2279,0
20202,28,0,2,74,800,20,0,43,640,26,90,772,0
20203,19,,1,78,500,50,1,7,266,68,100,1481,0
20204,25,0,1,48,600,0,1,,1974,68,216,2150,0
20205,45,,2,51,100,0,1,,86,68,62,316,0
20206,36,,2,22,300,0,1,,134,73,216,526,0
20207,39,1,1,80,900,0,1,,195,106,90,1669,0
20208,56,1,1,26,300,0,1,,1668,66,62,264,1
20209,25,0,2,70,600,0,1,43,1862,68,62,1901,0
20210,37,0,2,65,0,30,1,43,604,59,62,2126,0
20211,23,,1,62,900,460,1,,441,68,40,2149,0
20212,30,,2,24,200,0,0,43,149,68,100,1599,0
20213,37,0,1,14,300,0,1,7,614,29,62,2272,0
20214,27,0,2,66,600,10,1,43,827,73,62,2126,0
20215,24,0,1,82,100,50,1,,1169,68,62,1238,0
20216,20,0,1,72,800,10,1,,727,23,100,1813,0
20217,25,,1,74,0,0,1,,298,68,110,756,0
20218,51,,1,71,0,10,1,,157,68,62,1205,0
20219,33,0,2,14,100,0,0,,893,29,100,2121,0
20220,23,0,2,74,600,10,1,,2118,106,90,1610,0
20221,37,0,2,69,100,10,1,43,163,106,90,782,0
20222,20,0,2,74,200,70,1,,637,68,219,2134,0
20223,26,,1,63,900,0,1,,79,23,110,1180,0
20224,30,,1,59,800,0,0,,385,68,100,1508,0
20225,38,0,1,20,900,0,1,,192,29,62,2272,0
20226,23,0,2,51,600,10,1,43,571,73,100,1395,0
20227,31,,1,27,400,0,0,,226,66,100,486,1
20228,31,0,1,60,500,20,1,7,635,60,49,443,0
20229,61,1,2,35,600,0,0,,805,73,100,486,1
20230,41,1,2,53,400,0,1,,309,23,216,1196,1
20231,31,,1,48,300,60,1,36,122,23,110,1044,0
20232,21,1,1,66,900,10,1,7,141,73,62,95,0
20233,21,0,2,2,200,0,1,43,1631,30,90,83,0
20234,23,0,2,23,900,10,1,,358,106,90,1402,0
20235,61,,1,26,100,0,1,,89,73,100,496,1
20236,32,0,2,81,300,50,1,,684,68,100,1403,0
20237,,,2,,,,0,,559,66,216,260,0
20238,34,0,2,14,600,0,1,,416,68,62,636,1
20239,31,,2,66,500,0,1,43,79,68,62,1541,0
20240,25,0,2,53,700,20,1,43,1404,73,62,2084,0
20241,30,0,1,14,400,30,1,,44,58,90,702,0
20242,57,,1,26,700,30,1,7,205,68,62,791,1
20243,38,0,2,70,500,10,0,,973,68,100,172,0
20244,27,,1,57,600,170,1,7,64,68,62,773,0
20245,32,0,1,37,500,70,1,43,622,73,216,224,0
20246,,,1,,,,1,,688,29,100,2268,0
20247,24,,1,80,100,40,1,,206,68,216,726,0
20248,30,0,2,68,300,0,0,,606,9,90,327,0
20249,43,0,2,72,0,0,0,7,317,68,62,254,0
20250,19,,1,63,800,0,1,43,62,68,62,1008,0
20251,24,0,2,42,900,40,1,,54,26,90,782,0
20252,29,,1,64,900,10,1,14,75,68,62,1008,0
20253,19,,1,57,400,0,1,,246,68,216,454,0
20254,32,0,1,59,100,0,0,43,699,106,90,1402,0
20255,29,0,1,14,100,10,0,43,656,29,62,931,0
20256,,,2,,,,1,,1185,23,62,1541,0
20257,22,0,2,16,900,10,0,,502,106,90,1610,0
20258,32,,2,73,400,0,0,,318,106,90,1444,0
20259,60,1,1,27,200,0,1,,541,62,216,1063,0
20260,27,,2,24,0,40,0,,230,30,90,1012,0
20261,18,1,1,23,700,0,1,7,356,99,90,1444,0
20262,18,0,2,37,800,10,0,,554,68,100,1801,0
20263,23,0,2,66,600,20,1,,235,68,100,30,0
20264,27,0,2,14,200,40,0,7,1516,30,90,83,0
20265,28,0,2,63,600,10,1,43,697,68,216,1778,0
20266,56,0,2,14,100,10,0,,245,62,216,1462,0
20267,29,0,1,78,800,460,1,43,674,68,100,1023,0
20268,43,0,2,50,600,0,1,14,156,29,62,1371,0
20269,,,1,,,,1,,588,68,216,668,0
20270,19,0,2,67,300,0,1,7,502,26,90,782,0
20271,32,1,2,70,400,0,1,,589,68,110,1058,1
20272,26,0,1,28,100,10,1,43,568,53,90,1610,0
20273,67,,2,10,300,80,1,43,16,29,100,1633,1
20274,19,0,1,21,800,0,0,,772,68,100,769,0
20275,23,0,1,66,700,0,1,,711,68,100,1508,0
20276,34,0,1,19,600,170,0,43,666,93,90,83,0
20277,30,0,2,73,700,10,0,43,673,68,216,2228,0
20278,26,,1,77,400,10,1,,142,68,216,436,0
20279,21,0,1,41,500,290,0,,1212,68,100,804,0
20280,27,0,1,82,800,10,1,,553,68,62,2219,0
20281,19,0,1,66,0,10,1,7,405,68,216,1713,0
20282,37,1,2,51,600,0,1,14,329,73,216,260,0
20283,25,0,1,70,900,0,1,43,1793,106,90,2135,0
20284,24,0,1,85,600,0,1,12,170,68,62,1007,0
20285,26,0,1,33,600,30,0,,261,106,90,782,0
20286,30,0,1,77,600,100,1,43,592,68,62,2061,0
20287,25,0,1,81,400,0,1,43,163,106,90,2279,0
20288,20,0,1,29,100,0,1,12,236,73,62,129,0
20289,29,0,1,67,0,0,1,43,584,23,100,2181,0
20290,27,,1,20,200,0,1,,285,66,62,621,0
20291,22,0,2,74,300,590,1,,600,106,90,407,0
20292,32,0,1,74,300,80,1,43,596,64,110,1058,0
20293,19,0,1,60,900,10,1,,474,88,90,782,0
20294,23,0,2,72,300,10,1,43,672,68,219,1749,0
20295,,,1,,,,1,,603,9,90,237,0
20296,30,0,2,68,100,0,1,,548,68,100,927,0
20297,50,1,2,37,100,0,0,7,416,29,100,1472,
20298,30,,2,43,500,220,1,,235,71,216,8,0
20299,27,0,1,79,900,0,0,43,678,68,100,1508,0
20300,25,0,2,56,0,330,0,,1669,106,90,1470,0
20301,23,0,2,42,800,0,0,,587,68,100,727,0
20302,28,0,2,72,0,0,0,43,717,106,90,237,0
20303,33,,1,27,600,60,1,,100,39,62,1398,
20304,20,0,2,49,600,0,1,7,602,68,100,1074,0
20305,32,0,2,78,300,250,1,,286,68,62,936,0
20306,68,1,2,73,300,40,0,7,651,106,90,237,1
20307,75,1,2,13,100,0,1,7,288,29,100,201,0
20308,30,,1,65,400,160,0,,98,106,90,327,0
20309,,,1,,,,1,,698,9,90,327,0
20310,26,0,1,71,300,160,0,43,508,68,216,1942,0
20311,24,0,1,67,100,0,0,,142,88,90,1892,0
20312,34,0,1,96,200,0,1,43,641,73,62,2272,0
20313,34,0,1,68,800,50,1,43,542,68,216,747,0
20314,37,0,2,19,500,0,1,43,302,64,216,726,0
20315,36,,2,69,200,0,0,43,450,26,90,782,0
20316,39,0,1,64,100,640,1,43,764,23,219,1749,1
20317,27,0,1,52,900,10,1,43,212,68,62,1550,0
20318,,,1,,,,1,,707,64,62,1178,0
20319,33,0,2,32,400,0,1,,317,68,49,2170,0
20320,23,0,1,14,300,0,1,7,623,62,216,962,0
20321,27,0,2,80,100,0,1,,639,68,216,1516,0
20322,28,0,1,65,400,0,1,7,644,59,216,932,1
20323,25,0,2,19,200,30,1,,593,30,90,1610,0
20324,21,,2,66,800,0,1,7,339,68,216,858,0
20325,20,0,2,2,900,150,0,,616,30,90,782,0
20326,28,,2,68,700,10,1,,373,68,40,490,1
20327,31,,1,41,0,110,1,,37,73,216,198,0
20328,29,0,1,71,400,0,1,7,539,68,216,970,0
20329,29,0,1,46,700,70,0,,172,106,90,1277,0
20330,21,0,2,62,200,0,1,,663,68,62,2212,0
20331,66,,2,20,100,0,1,,106,68,62,2269,
20332,23,0,2,77,100,0,1,43,596,68,216,1158,0
20333,28,0,2,71,300,90,1,,618,68,62,1371,0
20334,18,0,2,76,700,0,1,43,614,68,216,1236,0
20335,24,0,1,60,300,0,1,,602,73,110,68,0
20336,26,0,2,80,900,10,1,,1596,106,90,782,0
20337,24,0,1,26,600,0,0,43,607,68,100,1851,0
20338,19,0,1,67,400,10,1,,637,68,110,1637,0
20339,20,0,1,9,400,0,1,43,700,73,110,68,0
20340,20,0,2,71,300,10,1,,532,106,90,782,0
20341,30,0,2,71,900,0,1,,549,106,90,782,0
20342,23,,2,82,100,0,1,,371,68,216,744,0
20343,49,1,2,68,900,70,1,7,409,73,110,121,0
20344,49,1,1,63,800,0,1,,222,73,62,654,0
20345,34,0,1,57,800,0,1,43,674,106,90,592,0
20346,25,,2,128,100,80,1,,259,106,90,1610,0
20347,27,0,1,62,100,10,1,43,633,106,90,237,0
20348,22,0,1,65,300,140,1,43,537,68,62,136,0
20349,,,2,,,,0,,946,68,62,2272,0
20350,23,0,1,36,500,0,1,,613,106,90,327,0
20351,20,,2,60,100,380,1,,361,106,90,91,0
20352,18,,1,59,900,0,1,,79,106,90,2092,0
20353,32,0,2,68,600,0,1,43,622,59,216,726,0
20354,32,0,2,7,100,50,0,,333,58,90,782,0
20355,19,0,2,78,100,430,1,7,710,68,100,496,0
20356,,,2,,,,1,,730,68,100,706,0
20357,41,,0,16,300,110,1,,103,26,90,592,0
20358,34,,1,11,700,10,0,43,127,30,90,592,0
20359,22,,2,65,700,190,1,,36,106,90,592,0
20360,31,,1,72,100,10,1,43,133,68,216,198,0
20361,20,,2,27,700,10,1,,299,68,216,1436,0
20362,30,0,2,54,900,0,1,,484,68,40,2229,
20363,22,0,1,14,500,10,1,43,686,23,216,338,0
20364,46,1,2,56,500,0,1,,619,68,110,159,0
20365,31,0,2,71,700,0,0,,1008,68,100,1126,0
20366,21,0,2,3,500,90,1,7,588,30,90,592,0
20367,33,0,2,57,300,0,1,43,687,23,100,1801,0
20368,24,0,2,57,700,0,1,,673,68,216,575,0
20369,27,0,2,56,800,340,1,7,516,68,216,726,0
20370,22,0,2,7,200,230,1,7,687,29,100,703,0
20371,28,0,1,66,900,10,1,,299,68,219,1720,0
20372,35,1,2,54,300,0,1,,437,68,100,289,0
20373,53,0,1,69,200,0,1,,198,68,216,1960,0
20374,49,,2,65,500,20,1,,134,68,216,726,0
20375,30,0,1,95,0,610,1,,394,68,216,198,0
20376,25,,2,27,500,10,1,,686,64,100,44,0
20377,23,0,2,27,0,0,1,,662,73,62,1039,0
20378,23,0,2,71,700,20,1,,1537,68,62,931,0
20379,22,0,1,74,100,0,1,,456,68,62,1398,0
20380,27,0,1,62,400,40,1,43,650,106,90,1610,0
20381,32,0,1,61,400,0,1,43,611,68,216,436,0
20382,52,0,2,61,400,60,1,,591,68,204,642,0
20383,19,0,2,29,100,0,1,7,602,68,62,316,0
20384,22,1,1,67,0,0,1,,812,106,90,782,1
20385,31,0,2,81,100,40,1,,2079,68,216,436,0
20386,30,0,1,12,900,60,0,,567,30,90,782,0
20387,32,0,2,67,900,0,1,7,590,68,62,1039,0
20388,36,0,1,90,300,520,1,,558,73,62,2036,1
20389,24,0,1,11,0,40,1,,699,65,100,927,0
20390,33,,1,50,100,70,1,,26,68,216,1913,0
20391,23,1,2,51,700,0,1,,629,68,100,496,1
20392,26,,1,63,200,0,0,7,85,30,100,1851,0
20393,41,0,1,13,0,10,1,,520,29,100,1508,0
20394,27,0,2,10,400,40,1,43,665,30,90,782,0
20395,31,0,1,68,600,0,0,,600,68,216,1191,0
20396,45,1,2,114,600,0,0,7,431,29,216,1847,1
20397,26,0,1,66,700,0,1,,600,106,90,1407,0
20398,23,0,1,34,500,10,0,7,718,2,90,2135,0
20399,21,0,1,70,900,40,1,,685,106,90,327,0
20400,19,,2,18,900,20,1,,26,26,90,1610,0
20401,29,0,2,25,200,0,1,43,164,26,90,782,0
20402,29,,2,71,0,0,1,,283,68,62,2036,0
20403,28,0,2,39,0,30,1,,597,106,90,592,1
20404,27,0,1,76,600,0,1,43,506,73,62,1238,0
20405,37,,1,74,900,0,0,,68,106,90,1444,0
20406,30,0,2,23,800,10,1,,186,68,216,460,0
20407,23,,1,39,400,60,1,,76,74,62,247,0
20408,50,1,2,14,100,0,1,7,375,29,222,147,0
20409,21,1,2,7,600,410,1,7,593,73,62,136,1
20410,20,0,2,55,500,0,1,43,691,68,100,622,0
20411,,,2,,,,1,,1215,68,216,454,0
20412,19,0,2,71,600,30,1,,465,68,100,834,0
20413,30,,1,41,0,110,1,,68,29,216,668,0
20414,71,0,2,24,300,0,1,7,239,68,216,858,0
20415,26,0,2,79,200,10,1,,1451,68,62,1314,0
20416,24,,1,39,500,30,1,,449,68,62,129,0
20417,67,0,2,32,800,0,0,,361,68,100,927,1
20418,26,0,2,76,800,0,1,,248,88,90,1993,0
20419,19,0,2,77,100,0,1,43,185,68,100,1126,0
20420,27,0,1,14,200,20,1,,663,29,216,1831,0
20421,,,1,,,,0,,587,68,100,2016,0
20422,25,0,1,42,0,210,1,43,2484,23,62,1238,0
20423,70,1,2,32,800,0,1,,182,68,216,1063,0
20424,39,0,1,14,100,0,1,,587,29,222,1197,0
20425,19,0,1,32,500,0,0,7,542,68,100,201,
20426,,,1,,,,1,,583,68,62,136,0
20427,20,0,1,56,100,0,1,43,575,73,216,85,1
20428,24,,1,52,300,0,0,,317,106,90,782,0
20429,23,0,1,62,700,0,1,43,608,68,62,1597,0
20430,46,1,2,37,0,0,1,7,580,23,100,1896,0
20431,61,1,2,46,100,0,1,,96,29,100,927,1
20432,48,0,2,29,600,0,1,,366,73,62,1314,0
20433,28,0,1,22,800,0,1,,548,66,62,86,0
20434,32,,2,4,200,40,0,,449,58,90,782,0
20435,24,0,2,5,400,30,0,,640,29,100,1126,0
20436,20,,2,52,300,190,1,43,173,106,90,782,0
20437,28,1,2,39,0,60,0,,348,73,100,2123,0
20438,25,0,2,49,100,0,0,,480,23,49,76,0
20439,19,,2,80,400,40,1,43,122,68,100,150,0
20440,30,0,1,5,700,10,1,,783,87,216,546,1
20441,25,,2,78,700,0,1,,310,106,90,2135,0
20442,26,,2,6,800,190,1,43,133,30,90,327,0
20443,59,0,1,64,200,0,1,14,76,68,62,1358,1
20444,26,,1,56,600,20,1,,226,68,110,1180,
20445,26,0,1,47,800,0,1,,644,29,62,1714,0
20446,19,,1,18,400,190,1,7,71,74,216,1473,0
20447,42,,1,66,900,0,1,,58,68,62,1417,0
20448,52,0,2,51,900,0,0,,571,68,100,650,0
20449,30,,2,71,200,10,0,43,382,9,90,83,0
20450,27,1,2,16,800,420,0,,204,82,90,1892,0
20451,22,0,2,19,300,0,0,,55,9,90,2092,0
20452,29,0,2,13,600,450,1,,199,29,216,659,0
20453,23,,1,17,500,10,1,43,107,93,90,782,0
20454,25,,1,37,900,20,1,,328,68,216,955,0
20455,32,0,2,49,800,10,1,,607,68,216,1985,0
20456,24,,2,20,100,0,1,,74,29,62,1597,0
20457,67,0,2,14,500,0,1,7,324,68,216,1063,
20458,32,,1,46,800,250,0,,100,68,100,1508,0
20459,20,,2,53,700,670,1,43,476,73,100,2017,0
20460,19,1,2,66,900,10,1,,603,106,90,782,0
20461,46,0,1,73,0,10,0,7,612,9,100,150,0
20462,32,1,2,40,700,20,1,,263,106,90,83,0
20463,20,,1,48,200,10,1,,175,106,90,83,0
20464,20,0,2,98,300,20,1,7,638,68,62,1008,0
20465,21,0,2,66,600,160,1,43,699,68,62,1541,0
20466,32,,2,45,400,0,1,,43,68,100,2164,0
20467,25,0,1,66,600,0,1,43,106,26,90,2135,0
20468,21,0,2,63,900,70,1,,1708,73,216,300,0
20469,31,0,1,33,900,0,0,,204,68,100,800,0
20470,20,,2,28,200,20,1,,136,73,110,1723,0
20471,34,,2,26,400,40,0,,181,23,100,2030,0
20472,33,0,1,71,100,30,1,,545,29,62,2219,0
20473,24,0,1,78,200,0,1,43,604,106,90,1407,0
20474,19,,1,70,600,0,1,7,122,106,90,1800,0
20475,29,0,1,71,500,0,1,,654,68,216,962,0
20476,45,0,2,54,200,0,1,7,274,68,62,731,0
20477,26,0,2,71,300,430,1,,542,68,62,254,0
20478,34,,1,75,300,20,1,,2010,68,234,737,0
20479,20,,1,35,900,0,1,,601,106,90,327,0
20480,20,0,1,66,200,0,1,43,1600,68,110,2207,0
20481,28,0,1,39,700,10,0,43,701,106,90,782,0
20482,53,1,2,71,800,0,1,,962,68,62,264,1
20483,18,0,1,56,0,0,1,,651,106,90,1402,0
20484,31,,1,78,200,0,0,,39,68,100,323,0
20485,31,,1,4,500,30,0,,186,83,100,2021,0
20486,50,,2,12,600,0,1,,37,29,145,1416,1
20487,44,1,2,40,600,0,1,43,224,73,62,2036,1
20488,23,0,1,41,200,0,1,7,296,23,62,242,0
20489,32,0,1,33,200,120,0,,559,23,100,11,0
20490,18,,1,39,500,10,1,,46,106,90,83,0
20491,24,0,1,60,0,0,1,,640,106,90,1444,0
20492,43,0,1,30,200,0,1,7,223,64,40,1362,0
20493,33,0,1,74,900,0,1,,511,20,90,83,0
20494,29,0,2,74,200,270,0,,607,106,90,782,0
20495,55,1,2,34,900,0,0,,674,29,62,2036,1
20496,24,0,1,13,200,0,1,43,681,106,216,1194,0
20497,23,0,2,72,100,10,0,43,597,9,90,592,0
20498,29,0,1,67,600,140,1,,384,68,62,242,0
20499,21,0,2,79,800,0,1,,635,106,90,2279,0
20500,58,,2,35,800,0,1,,140,29,62,491,0
20501,29,0,1,97,0,40,1,7,533,68,216,198,0
20502,35,1,2,31,900,0,1,12,638,66,62,2036,1
20503,26,0,1,24,800,0,1,7,582,101,81,920,0
20504,41,0,1,37,800,0,1,,553,68,62,1550,1
20505,20,,2,78,800,0,0,,109,106,90,1669,0
20506,21,0,2,80,0,0,0,,571,106,90,782,0
20507,20,0,1,11,800,40,1,43,91,23,216,1804,0
20508,27,0,1,77,200,0,1,,306,26,90,1892,0
20509,25,0,1,65,800,20,1,43,581,106,90,1444,0
20510,22,0,2,67,800,0,0,7,171,68,62,1398,0
20511,,,1,,,,1,,624,68,100,38,0
20512,22,0,1,40,200,10,1,43,819,26,90,83,0
20513,46,0,1,18,800,10,1,43,599,23,62,527,0
20514,,,2,,,,1,,586,106,90,1892,0
20515,32,,1,18,800,50,1,,220,68,81,664,0
20516,41,0,2,62,900,0,1,7,562,68,100,1395,0
20517,25,0,2,41,700,10,0,43,625,58,90,592,0
20518,21,0,2,68,200,0,1,,1107,68,62,2278,0
20519,24,0,2,25,100,60,1,7,638,9,62,683,0
20520,27,0,2,70,600,10,1,43,650,106,90,1610,0
20521,36,,1,12,100,0,1,,105,29,216,1934,0
20522,22,0,1,76,600,460,1,,2081,9,90,782,0
20523,29,1,1,69,500,10,1,43,252,106,90,2092,0
20524,23,0,1,67,0,0,1,43,643,106,90,1892,0
20525,20,0,1,78,400,0,1,,637,106,90,1782,0
20526,20,1,2,51,400,0,1,,335,73,216,751,0
20527,21,0,1,34,700,0,1,,503,23,62,1016,0
20528,60,1,2,46,0,0,1,,702,23,216,962,1
20529,21,0,1,67,800,10,0,,517,9,90,237,0
20530,21,0,2,54,500,0,1,7,625,68,216,417,0
20531,29,,2,19,300,0,1,,272,26,90,763,0
20532,24,,1,69,700,0,0,12,230,106,90,772,0
20533,19,0,2,67,0,0,1,7,626,68,62,2272,0
20534,39,,2,80,100,0,0,,152,68,100,706,0
20535,22,0,2,78,300,0,0,43,679,9,90,592,0
20536,49,1,2,25,600,0,1,7,448,66,62,82,0
20537,30,0,1,146,700,50,1,7,327,68,216,408,0
20538,26,0,2,67,700,0,0,43,399,106,90,327,0
20539,24,0,1,53,100,130,0,7,627,106,90,237,0
20540,31,0,2,10,300,0,0,43,546,68,100,323,0
20541,20,0,1,39,800,10,0,,1187,26,90,1782,0
20542,19,0,1,65,600,10,1,12,296,68,62,491,0
20543,34,0,1,83,700,0,0,43,868,106,90,772,0
20544,19,0,2,15,200,0,1,,681,29,216,1701,0
20545,22,0,1,79,600,0,1,43,343,106,90,782,0
20546,46,0,2,52,200,0,0,43,731,29,100,2121,0
20547,23,0,1,53,900,0,1,,413,23,62,335,0
20548,25,0,1,41,500,30,1,,819,9,90,2135,0
20549,45,0,1,14,300,0,1,,316,29,216,584,0
20550,42,1,2,61,900,0,1,,386,68,216,584,0
20551,22,0,2,62,100,10,1,43,605,68,62,621,0
20552,34,0,1,55,700,20,1,,954,29,216,726,0
20553,19,0,2,80,200,0,1,,404,73,110,1361,0
20554,48,0,2,80,300,10,1,43,329,68,216,1704,1
20555,27,,1,22,300,40,1,,203,106,90,83,0
20556,,,2,,,,0,,1568,106,90,2279,0
20557,24,,1,10,0,30,1,7,172,73,81,523,0
20558,34,,1,81,200,70,0,36,235,106,90,782,0
20559,27,,1,78,500,80,1,,206,68,216,198,0
20560,24,0,1,20,100,0,1,43,672,68,216,436,0
20561,19,,2,31,400,0,1,,194,106,90,1610,0
20562,20,0,1,39,0,10,1,7,257,23,100,852,0
20563,27,0,1,69,200,0,0,43,533,68,216,1158,0
20564,38,0,1,79,300,20,1,,1484,68,216,1473,0
20565,35,,1,66,700,0,1,,406,106,90,1077,0
20566,18,0,2,58,700,80,1,,210,68,100,2268,0
20567,,,2,,,,1,,652,64,100,769,0
20568,20,1,2,21,100,240,1,7,213,29,216,23,0
20569,,,1,,,,1,,606,93,90,782,0
20570,54,0,2,14,100,0,1,12,558,29,100,2121,0
20571,28,1,2,20,400,0,1,43,591,23,100,289,1
20572,31,,1,47,400,0,0,,404,73,100,769,0
20573,26,0,1,65,400,10,1,,538,68,62,33,0
20574,32,,1,27,700,10,0,,265,106,90,1610,0
